rownames,kids,morekids,boys2,girls2,boy1st,boy2nd,samesex,multi2nd,age,agefstm,black,hispan,worked,weeks,hours,labinc,faminc,nonmomi,educ,agesq
27744,2,0,0,1,0,0,1,0,33,21,0,1,1,12,30,0.85017,23.951561,23.951561,8,1089
27745,5,1,0,0,1,0,0,0,30,24,0,1,0,0,0,0,16.803881,16.803881,2,900
27746,3,1,0,0,1,0,0,0,26,19,0,1,0,0,0,0,24.17197,24.17197,10,676
27747,2,0,0,0,1,0,0,0,21,17,0,1,1,26,40,10.48537,73.922386,63.437,6,441
27748,2,0,0,1,0,0,1,0,29,19,0,1,1,40,37,8.40719,39.905281,31.498091,10,841
27749,3,1,1,0,1,1,1,0,25,15,0,1,0,0,0,0,14.200911,14.200911,7,625
27750,3,1,1,0,1,1,1,0,30,21,0,1,0,0,0,0,18.10536,18.10536,7,900
27751,2,0,0,0,0,1,0,0,25,20,0,1,0,0,0,0,7.3576,7.3576,12,625
27752,3,1,0,1,0,0,1,0,30,23,0,1,1,35,40,22.051811,53.66534,31.61355,16,900
27753,3,1,0,1,0,0,1,0,31,19,0,1,0,0,0,0,14.767679,14.767679,12,961
27754,3,1,0,1,0,0,1,0,30,21,0,1,0,0,0,0,17.591061,17.591061,10,900
27755,5,1,0,1,0,0,1,0,34,16,0,1,0,0,0,0,32.127838,32.127838,0,1156
27756,2,0,0,1,0,0,1,0,33,22,0,1,1,36,40,25.893301,64.885445,38.99213,16,1089
27757,2,0,0,0,1,0,0,0,30,25,0,1,1,52,40,27.04784,49.42503,22.37719,12,900
27758,3,1,1,0,1,1,1,0,27,16,0,1,1,52,40,8.40719,16.814381,8.40719,9,729
27759,2,0,0,1,0,0,1,0,25,20,0,1,1,52,40,18.94503,34.951218,16.006201,12,625
27760,5,1,0,0,0,1,0,0,31,20,0,1,0,0,0,0,62.114532,62.114532,3,961
27761,3,1,0,0,0,1,0,0,27,19,0,1,1,26,40,5.04851,19.133949,14.08545,7,729
27762,3,1,0,0,0,1,0,0,32,18,0,1,1,52,40,16.38405,34.951218,18.56719,6,1024
27763,7,1,0,0,1,0,0,0,34,20,0,1,1,4,70,2.10967,25.211061,23.101391,11,1156
27764,3,1,0,0,0,1,0,0,34,16,0,1,1,52,38,11.95479,28.6642,16.70941,12,1156
27765,2,0,0,1,0,0,1,0,32,22,0,1,1,7,40,1.47992,54.610001,53.130058,5,1024
27766,2,0,0,0,1,0,0,0,23,20,0,1,0,0,0,0,14.86215,14.86215,10,529
27767,2,0,0,0,0,1,0,0,33,19,0,1,1,52,40,25.200581,60.896999,35.696442,12,1089
27768,2,0,0,1,0,0,1,0,30,24,0,1,1,36,15,12.605531,34.447441,21.84189,0,900
27769,2,0,1,0,1,1,1,0,32,22,0,1,1,52,40,10.50636,52.500309,41.993942,0,1024
27770,4,1,0,0,0,1,0,0,34,20,0,1,0,0,0,0,44.08263,44.08263,12,1156
27771,5,1,0,1,0,0,1,0,33,18,0,1,1,3,8,0.13645,17.874449,17.73802,5,1089
27772,3,1,0,1,0,0,1,0,34,22,0,1,1,47,40,37.795589,57.95816,20.16255,13,1156
27773,3,1,0,0,1,0,0,0,32,19,0,1,0,0,0,0,23.21686,23.21686,8,1024
27774,3,1,1,0,1,1,1,0,28,18,0,1,0,0,0,0,40.37759,40.37759,12,784
27775,4,1,1,0,1,1,1,0,29,19,0,1,0,0,0,0,15.4919,15.4919,10,841
27776,2,0,0,0,0,1,0,0,27,18,0,1,0,0,0,0,1.37496,1.37496,10,729
27777,2,0,1,0,1,1,1,0,32,24,0,1,0,0,0,0,26.21867,26.21867,16,1024
27778,2,0,0,1,0,0,1,0,29,19,0,1,1,4,26,0.85017,27.940001,27.08983,12,841
27779,2,0,0,1,0,0,1,0,25,18,0,1,0,0,0,0,13.65512,13.65512,15,625
27780,3,1,0,0,1,0,0,0,30,25,0,1,0,0,0,0,17.202721,17.202721,16,900
27781,2,0,0,1,0,0,1,0,26,20,0,1,0,0,0,0,12.605531,12.605531,12,676
27782,2,0,0,0,1,0,0,0,29,21,0,1,0,0,0,0,33.597252,33.597252,12,841
27783,4,1,0,0,1,0,0,0,34,25,0,1,0,0,0,0,53.172058,53.172058,13,1156
27784,2,0,0,0,0,1,0,0,35,22,0,1,0,0,0,0,41.574127,41.574127,12,1225
27785,3,1,1,0,1,1,1,0,32,21,0,1,1,42,38,7.50454,36.294693,28.790159,12,1024
27786,3,1,0,0,1,0,0,0,29,21,0,1,1,52,20,6.30802,54.599499,48.29147,12,841
27787,4,1,0,0,1,0,0,0,35,25,0,1,1,17,30,5.95116,45.03775,39.08659,14,1225
27788,3,1,0,1,0,0,1,0,31,21,1,0,1,20,18,9.666691,34.867249,25.200581,14,961
27789,5,1,0,1,0,0,1,0,34,17,0,1,0,0,0,0,15.96421,15.96421,5,1156
27790,3,1,1,0,1,1,1,0,31,20,0,1,0,0,0,0,46.17131,46.17131,12,961
27791,2,0,0,1,0,0,1,0,31,21,0,1,1,40,40,8.40719,33.60775,25.200581,12,961
27792,2,0,1,0,1,1,1,0,27,22,0,1,1,3,40,0.74521,46.9375,46.19231,14,729
27793,3,1,0,0,0,1,0,0,34,25,0,1,1,52,40,18.903051,73.492065,54.589001,12,1156
27794,3,1,0,0,1,0,0,0,22,17,0,1,0,0,0,0,26.78545,26.78545,11,484
27795,7,1,0,0,0,1,0,0,34,17,0,1,0,0,0,0,46.19231,46.19231,7,1156
27796,2,0,1,0,1,1,1,0,25,17,0,1,1,6,6,0.22041,14.92512,14.7047,7,625
27797,4,1,0,1,0,0,1,0,30,19,0,1,0,0,0,0,52.489807,52.489807,12,900
27798,3,1,0,0,1,0,0,0,33,18,0,1,0,0,0,0,39.894783,39.894783,12,1089
27799,2,0,0,0,0,1,0,0,23,17,0,1,0,0,0,0,16.803881,16.803881,11,529
27800,3,1,0,1,0,0,1,0,31,20,0,1,1,16,35,4.20884,42.00444,37.795589,13,961
27801,2,0,0,0,0,1,0,0,29,21,0,1,1,52,30,10.25446,38.960659,28.70619,6,841
27802,2,0,0,0,1,0,0,0,32,28,0,1,1,48,50,30.4485,54.924877,24.47636,17,1024
27803,2,0,0,0,0,1,0,0,23,18,0,1,1,52,39,10.9262,32.106861,21.18066,12,529
27804,2,0,0,0,0,1,0,0,23,18,0,1,1,48,40,16.803881,33.60775,16.803881,10,529
27805,4,1,0,0,0,1,0,0,31,20,0,1,0,0,0,0,31.498091,31.498091,13,961
27806,2,0,0,0,0,1,0,0,30,22,0,1,0,0,0,0,34.646839,34.646839,12,900
27807,2,0,0,1,0,0,1,0,33,23,0,1,0,0,0,0,45.153217,45.153217,12,1089
27808,4,1,1,0,1,1,1,0,33,15,0,1,0,0,0,0,11.12562,11.12562,8,1089
27809,3,1,0,0,1,0,0,0,26,20,0,1,0,0,0,0,23.437269,23.437269,10,676
27810,2,0,1,0,1,1,1,0,26,21,1,0,0,0,0,0,64.203217,64.203217,11,676
27811,3,1,0,0,0,1,0,0,35,27,0,1,1,48,40,11.9128,80.324883,68.412064,12,1225
27812,3,1,1,0,1,1,1,0,27,19,0,1,1,51,40,16.06917,49.666443,33.597252,12,729
27813,2,0,0,0,1,0,0,0,35,19,0,1,0,0,0,0,16.824881,16.824881,10,1225
27814,2,0,0,1,0,0,1,0,28,19,0,1,1,48,40,24.234949,53.94875,29.7138,13,784
27815,3,1,0,1,0,0,1,0,27,20,0,1,0,0,0,0,41.993942,41.993942,13,729
27816,2,0,0,1,0,0,1,0,32,24,0,1,1,27,40,10.50636,67.194504,56.68816,14,1024
27817,2,0,0,0,0,1,0,0,24,18,0,1,0,0,0,0,49.613941,49.613941,9,576
27818,2,0,1,0,1,1,1,0,26,19,0,1,1,18,40,9.45677,59.070717,49.613941,13,676
27819,3,1,1,0,1,1,1,0,31,21,0,1,1,50,40,21.00222,37.806091,16.803881,11,961
27820,2,0,0,0,0,1,0,0,29,24,0,1,0,0,0,0,27.299749,27.299749,12,841
27821,5,1,0,0,0,1,0,0,30,18,0,1,0,0,0,0,31.498091,31.498091,10,900
27822,5,1,0,0,0,1,0,0,28,16,0,1,1,12,40,1.89975,6.65438,4.75463,0,784
27823,2,0,0,1,0,0,1,0,25,18,1,1,1,8,8,0,24.15098,24.15098,8,625
27824,3,1,0,0,1,0,0,0,26,18,0,1,0,0,0,0,33.597252,33.597252,9,676
27825,2,0,1,0,1,1,1,0,23,19,0,1,0,0,0,0,57.64328,57.64328,12,529
27826,4,1,0,0,0,1,0,1,29,23,0,1,0,0,0,0,60.183281,60.183281,8,841
27827,2,0,0,0,0,1,0,0,28,19,0,1,1,4,40,0.85017,51.24081,50.390659,12,784
27828,3,1,1,0,1,1,1,0,33,21,0,1,0,0,0,0,8.83752,8.83752,14,1089
27829,3,1,0,0,0,1,0,0,31,18,0,1,1,52,40,11.55595,39.118092,27.562141,13,961
27830,2,0,0,0,0,1,0,0,34,27,0,1,0,0,0,0,23.101391,23.101391,12,1156
27831,4,1,0,1,0,0,1,0,30,19,0,1,0,0,0,0,8.41768,8.41768,2,900
27832,2,0,1,0,1,1,1,0,32,20,0,1,0,0,0,0,39.894783,39.894783,9,1024
27833,2,0,0,0,0,1,0,0,31,26,0,1,1,52,40,25.200581,48.301968,23.101391,13,961
27834,4,1,1,0,1,1,1,0,34,20,0,1,0,0,0,0,27.299749,27.299749,7,1156
27835,3,1,0,0,0,1,0,0,23,17,0,1,1,6,40,1.27,13.1933,11.9233,12,529
27836,3,1,1,0,1,1,1,0,22,18,0,1,0,0,0,0,14.200911,14.200911,17,484
27837,3,1,0,1,0,0,1,0,26,19,0,1,0,0,0,0,3.28521,3.28521,10,676
27838,2,0,0,0,0,1,0,0,27,16,0,1,1,52,40,21.52702,58.04213,36.515091,11,729
27839,3,1,0,1,0,0,1,0,23,17,0,1,0,0,0,0,14.7047,14.7047,8,529
27840,3,1,1,0,1,1,1,0,35,18,0,1,1,40,15,5.88818,61.526749,55.638588,10,1225
27841,3,1,0,0,1,0,0,0,23,16,0,1,0,0,0,0,39.894783,39.894783,9,529
27842,3,1,0,0,0,1,0,0,32,21,0,1,0,0,0,0,70.805061,70.805061,8,1024
27843,4,1,1,0,1,1,1,0,35,20,0,1,0,0,0,0,38.425339,38.425339,7,1225
27844,2,0,1,0,1,1,1,0,22,16,0,1,1,32,40,5.46834,43.263943,37.795589,7,484
27845,2,0,0,0,1,0,0,0,25,20,0,1,0,0,0,0,19.154949,19.154949,9,625
27846,2,0,1,0,1,1,1,0,29,25,0,1,1,36,40,9.83463,61.148911,51.314281,12,841
27847,2,0,1,0,1,1,1,0,30,24,0,1,0,0,0,0,39.894783,39.894783,13,900
27848,2,0,0,0,1,0,0,0,35,19,0,1,1,52,40,14.7047,56.698662,41.993942,12,1225
27849,3,1,0,1,0,0,1,0,32,23,0,1,1,52,40,21.00222,69.293686,48.29147,17,1024
27850,3,1,0,1,0,0,1,0,31,23,0,1,0,0,0,0,37.795589,37.795589,12,961
27851,2,0,0,0,1,0,0,0,31,20,0,1,1,52,50,25.200581,65.095337,39.894783,12,961
27852,2,0,0,1,0,0,1,0,30,15,1,0,1,24,40,18.903051,46.202782,27.299749,13,900
27853,4,1,0,1,0,0,1,0,32,15,0,1,0,0,0,0,37.795589,37.795589,6,1024
27854,2,0,1,0,1,1,1,0,32,16,0,1,1,52,40,16.803881,48.301968,31.498091,12,1024
27855,3,1,1,0,1,1,1,0,30,16,0,1,0,0,0,0,25.200581,25.200581,12,900
27856,4,1,1,0,1,1,1,0,32,22,0,1,0,0,0,0,27.299749,27.299749,12,1024
27857,3,1,0,0,1,0,0,0,34,20,0,1,1,52,40,20.75033,87.378059,66.627747,12,1156
27858,5,1,0,1,0,0,1,0,35,20,0,1,1,9,30,4.20884,81.899246,77.690384,18,1225
27859,2,0,0,0,0,1,0,0,32,28,0,1,0,0,0,0,44.093128,44.093128,18,1024
27860,3,1,0,1,0,0,1,0,31,18,0,1,0,0,0,0,0.69273,0.69273,11,961
27861,2,0,0,0,1,0,0,0,28,21,0,1,0,0,0,0,17.13975,17.13975,4,784
27862,3,1,0,0,1,0,0,0,26,20,0,1,0,0,0,0,44.093128,44.093128,8,676
27863,2,0,1,0,1,1,1,0,25,20,0,1,0,0,0,0,22.272221,22.272221,12,625
27864,3,1,0,1,0,0,1,0,34,25,0,1,1,8,40,2.10967,6.73834,4.62868,9,1156
27865,4,1,1,0,1,1,1,0,28,20,0,1,0,0,0,0,38.845192,38.845192,10,784
27866,4,1,0,1,0,0,1,0,31,21,0,1,1,36,40,10.50636,61.117443,50.611057,14,961
27867,5,1,0,0,1,0,0,0,29,15,0,1,1,40,35,11.34603,23.111891,11.76587,12,841
27868,2,0,0,0,0,1,0,0,31,23,0,1,1,7,40,2.10967,71.812691,69.703003,12,961
27869,2,0,0,0,1,0,0,0,31,21,0,1,1,20,35,2.10967,47.987091,45.877441,5,961
27870,2,0,0,1,0,0,1,0,30,20,0,1,0,0,0,0,25.441971,25.441971,11,900
27871,4,1,1,0,1,1,1,0,25,19,0,1,0,0,0,0,29.850231,29.850231,10,625
27872,3,1,0,0,0,1,0,0,28,17,0,1,0,0,0,0,27.614632,27.614632,12,784
27873,2,0,0,0,0,1,0,0,25,22,0,1,0,0,0,0,27.352221,27.352221,12,625
27874,2,0,0,0,0,1,0,0,35,26,0,1,0,0,0,0,39.62188,39.62188,7,1225
27875,3,1,0,1,0,0,1,0,24,17,0,1,1,50,48,14.7047,29.40941,14.7047,18,576
27876,4,1,0,0,0,1,0,0,35,20,0,1,0,0,0,0,43.253468,43.253468,12,1225
27877,3,1,0,1,0,0,1,0,23,16,0,1,1,32,40,12.605531,50.411629,37.806091,4,529
27878,2,0,0,0,1,0,0,0,28,21,0,1,1,16,44,4.20884,78.236191,74.027313,12,784
27879,3,1,0,0,1,0,0,0,32,19,0,1,0,0,0,0,8.40719,8.40719,9,1024
27880,2,0,0,0,1,0,0,0,26,20,0,1,0,0,0,0,40.451057,40.451057,12,676
27881,3,1,1,0,1,1,1,0,22,16,0,1,0,0,0,0,0,0,2,484
27882,4,1,1,0,1,1,1,0,30,17,0,1,0,0,0,0,28.349331,28.349331,9,900
27883,2,0,0,0,1,0,0,0,27,22,0,1,1,42,40,27.530661,46.685589,19.154949,12,729
27884,2,0,0,1,0,0,1,0,35,29,0,1,1,52,36,13.97,52.18544,38.215443,13,1225
27885,3,1,1,0,1,1,1,0,29,18,0,1,1,52,32,10.338429,131.06189,120.723434,11,841
27886,2,0,0,0,1,0,0,0,26,20,1,0,1,30,45,0.0105,0.0105,0,14,676
27887,2,0,0,0,0,1,0,0,23,19,0,1,1,45,40,10.50636,46.202782,35.696442,12,529
27888,3,1,1,0,1,1,1,0,27,21,0,1,1,52,40,14.200911,19.984131,5.78322,10,729
27889,4,1,1,0,1,1,1,0,35,21,0,1,0,0,0,0,48.29147,48.29147,5,1225
27890,4,1,0,0,0,1,0,0,32,16,0,1,0,0,0,0,51.765591,51.765591,10,1024
27891,2,0,0,1,0,0,1,0,33,24,0,1,1,50,40,12.605531,37.806091,25.200581,12,1089
27892,2,0,0,1,0,0,1,0,31,19,0,1,1,24,30,3.15926,40.95488,37.795589,12,961
27893,2,0,1,0,1,1,1,0,21,18,0,1,1,48,36,8.40719,31.508591,23.101391,12,441
27894,2,0,0,0,0,1,0,0,33,18,0,1,0,0,0,0,39.411968,39.411968,9,1089
27895,4,1,0,1,0,0,1,0,30,19,0,1,1,52,40,12.605531,22.69206,10.086519,10,900
27896,2,0,0,0,1,0,0,0,32,22,0,1,1,52,40,26.25016,55.869499,29.619329,17,1024
27897,5,1,0,0,1,0,0,0,35,18,0,1,1,12,36,0.66124,2.59248,1.93124,12,1225
27898,2,0,0,0,0,1,0,0,23,20,0,1,1,50,40,20.58239,63.02766,42.445282,12,529
27899,3,1,1,0,1,1,1,0,32,25,0,1,1,52,40,29.39892,63.856838,34.457909,17,1024
27900,4,1,0,1,0,0,1,0,35,20,0,1,1,40,40,6.30802,29.40941,23.101391,8,1225
27901,2,0,0,0,1,0,0,0,29,22,0,1,1,52,40,2.31959,6.73834,4.41876,13,841
27902,3,1,0,0,0,1,0,0,34,22,0,1,1,52,40,12.605531,50.401161,37.795589,7,1156
27903,2,0,0,0,1,0,0,0,32,23,0,1,1,52,40,13.00438,50.14925,37.144878,10,1024
27904,3,1,0,0,1,0,0,0,33,25,0,1,1,17,40,5.36339,16.45752,11.09413,14,1089
27905,4,1,1,0,1,1,1,0,35,19,0,1,1,49,40,16.803881,54.599499,37.795589,13,1225
27906,2,0,0,0,0,1,0,0,30,21,0,1,1,52,40,71.382385,142.764755,71.382385,12,900
27907,2,0,1,0,1,1,1,0,26,20,0,1,1,28,40,4.12488,43.20097,39.076088,12,676
27908,2,0,0,0,1,0,0,0,24,19,0,1,0,0,0,0,38.425339,38.425339,11,576
27909,4,1,0,0,1,0,0,0,32,15,0,1,1,44,40,10.27545,31.078251,20.802801,8,1024
27910,2,0,0,0,1,0,0,0,25,20,0,1,1,48,40,10.50636,28.370331,17.863949,11,625
27911,2,0,0,1,0,0,1,0,30,20,0,1,1,27,30,6.05611,21.18066,15.12454,5,900
27912,4,1,0,0,0,1,0,0,33,22,0,1,1,40,7,11.55595,67.761314,56.205341,13,1089
27913,4,1,0,0,1,0,0,0,32,16,0,1,0,0,0,0,0.19942,0.19942,4,1024
27914,3,1,0,0,1,0,0,0,26,19,0,1,0,0,0,0,0,0,12,676
27915,3,1,0,0,0,1,0,0,33,24,0,1,0,0,0,0,32.505688,32.505688,12,1089
27916,3,1,1,0,1,1,1,0,34,22,0,1,0,0,0,0,33.345341,33.345341,9,1156
27917,3,1,0,0,1,0,0,0,32,21,0,1,1,52,40,12.14372,39.44347,27.299749,12,1024
27918,3,1,0,0,0,1,0,0,31,21,0,1,0,0,0,0,41.993942,41.993942,12,961
27919,2,0,0,0,1,0,0,0,28,22,0,1,1,45,35,20.58239,65.72506,45.142719,16,784
27920,2,0,0,1,0,0,1,0,32,27,0,1,1,16,40,9.246861,72.400436,63.153629,17,1024
27921,2,0,0,0,1,0,0,0,22,17,0,1,0,0,0,0,46.19231,46.19231,6,484
27922,2,0,1,0,1,1,1,0,23,17,0,1,1,40,40,10.50636,33.60775,23.101391,12,529
27923,2,0,0,0,0,1,0,0,23,17,0,1,0,0,0,0,46.19231,46.19231,13,529
27924,2,0,0,1,0,0,1,0,34,25,0,1,1,52,40,16.38405,56.782627,40.39859,8,1156
27925,2,0,0,0,1,0,0,0,26,19,0,1,0,0,0,0,32.547668,32.547668,12,676
27926,2,0,0,0,0,1,0,0,28,20,1,0,1,13,40,1.68983,16.394529,14.7047,12,784
27927,2,0,0,0,0,1,0,0,34,23,0,1,0,0,0,0,30.86834,30.86834,12,1156
27928,2,0,0,1,0,0,1,0,31,17,0,1,1,52,40,15.12454,39.181057,24.05652,11,961
27929,2,0,0,0,0,1,0,0,30,23,0,1,0,0,0,0,8.82702,8.82702,6,900
27930,5,1,0,0,1,0,0,0,31,16,0,1,0,0,0,0,38.11047,38.11047,4,961
27931,2,0,0,0,0,1,0,0,25,19,0,1,0,0,0,0,40.220161,40.220161,12,625
27932,2,0,1,0,1,1,1,0,25,16,0,1,0,0,0,0,29.986689,29.986689,10,625
27933,5,1,0,1,0,0,1,0,32,17,0,1,0,0,0,0,23.101391,23.101391,7,1024
27934,2,0,0,0,0,1,0,0,23,17,0,1,1,46,40,4.20884,9.44627,5.23744,12,529
27935,5,1,0,1,0,0,1,0,30,20,0,1,0,0,0,0,27.299749,27.299749,11,900
27936,4,1,0,0,0,1,0,0,35,21,0,1,1,6,37,1.14405,24.885689,23.74164,12,1225
27937,3,1,0,0,1,0,0,0,33,23,0,1,1,38,38,10.50636,49.351559,38.845192,8,1089
27938,2,0,0,0,0,1,0,0,27,21,0,1,1,48,40,16.803881,56.698662,39.894783,13,729
27939,3,1,0,0,1,0,0,0,30,16,0,1,1,52,40,10.50636,44.869808,34.363468,7,900
27940,2,0,1,0,1,1,1,0,23,17,0,1,0,0,0,0,16.583471,16.583471,9,529
27941,3,1,0,0,1,0,0,0,30,21,0,1,1,52,40,16.803881,44.10363,27.299749,12,900
27942,3,1,1,0,1,1,1,0,33,20,0,1,0,0,0,0,25.200581,25.200581,12,1089
27943,2,0,0,0,1,0,0,0,35,18,0,1,1,36,35,20.41445,85.037498,64.623032,18,1225
27944,2,0,1,0,1,1,1,0,26,19,0,1,0,0,0,0,25.840811,25.840811,11,676
27945,3,1,1,0,1,1,1,1,32,20,0,1,1,50,40,9.45677,19.291391,9.83463,12,1024
27946,3,1,0,0,0,1,0,0,31,20,0,1,0,0,0,0,16.11116,16.11116,12,961
27947,3,1,0,0,0,1,0,0,28,19,0,1,0,0,0,0,21.28561,21.28561,11,784
27948,2,0,0,1,0,0,1,0,34,20,0,1,1,40,40,15.33446,48.931717,33.597252,12,1156
27949,2,0,0,1,0,0,1,0,26,21,0,1,1,10,40,2.10967,27.530661,25.42098,13,676
27950,4,1,0,1,0,0,1,0,32,20,0,1,1,45,28,8.40719,51.923031,43.515839,12,1024
27951,2,0,0,0,0,1,0,0,22,17,0,1,0,0,0,0,1.65835,1.65835,11,484
27952,2,0,0,0,1,0,0,0,27,20,0,1,0,0,0,0,21.00222,21.00222,7,729
27953,2,0,0,1,0,0,1,0,30,21,0,1,0,0,0,0,12.09123,12.09123,12,900
27954,2,0,0,1,0,0,1,0,32,22,0,1,1,31,40,10.50636,10.50636,0,12,1024
27955,2,0,0,0,0,1,0,0,35,19,0,1,1,52,50,25.200581,106.050186,80.849632,12,1225
27956,4,1,0,1,0,0,1,0,32,19,0,1,0,0,0,0,23.941061,23.941061,12,1024
27957,2,0,0,0,1,0,0,0,26,19,0,1,1,52,40,31.498091,62.996193,31.498091,9,676
27958,3,1,1,0,1,1,1,0,26,18,0,1,0,0,0,0,45.531059,45.531059,8,676
27959,3,1,1,0,1,1,1,0,33,15,0,1,1,46,40,23.101391,25.211061,2.10967,19,1089
27960,6,1,0,1,0,0,1,0,35,21,0,1,0,0,0,0,18.031891,18.031891,8,1225
27961,3,1,0,0,0,1,0,1,27,20,0,1,1,10,15,1.35397,35.759411,34.405441,12,729
27962,4,1,1,0,1,1,1,0,30,19,0,1,0,0,0,0,4.20884,4.20884,12,900
27963,5,1,1,0,1,1,1,0,32,19,0,1,0,0,0,0,13.4452,13.4452,4,1024
27964,4,1,0,1,0,0,1,0,30,20,0,1,0,0,0,0,6.30802,6.30802,6,900
27965,3,1,1,0,1,1,1,0,26,18,0,1,0,0,0,0,16.142639,16.142639,9,676
27966,4,1,0,1,0,0,1,0,28,17,0,1,0,0,0,0,7.32611,7.32611,9,784
27967,4,1,0,1,0,0,1,0,32,18,0,1,0,0,0,0,11.87082,11.87082,13,1024
27968,4,1,0,1,0,0,1,0,35,19,0,1,0,0,0,0,34.01709,34.01709,12,1225
27969,2,0,0,0,1,0,0,0,25,19,0,1,0,0,0,0,23.101391,23.101391,12,625
27970,2,0,1,0,1,1,1,0,31,22,0,1,1,32,40,7.77744,46.811558,39.03413,8,961
27971,2,0,0,0,0,1,0,0,25,18,0,1,1,50,40,15.54438,39.905281,24.36091,12,625
27972,5,1,0,0,1,0,0,0,31,17,0,1,1,52,40,10.086519,24.371391,14.28488,8,961
27973,2,0,0,1,0,0,1,0,28,20,0,1,0,0,0,0,18.903051,18.903051,10,784
27974,3,1,0,0,1,0,0,0,31,23,0,1,0,0,0,0,10.50636,10.50636,9,961
27975,3,1,0,0,1,0,0,0,31,17,0,1,1,52,40,12.605531,23.111891,10.50636,8,961
27976,2,0,0,0,1,0,0,0,31,17,0,1,0,0,0,0,14.36884,14.36884,9,961
27977,4,1,0,0,1,0,0,0,32,19,0,1,0,0,0,0,11.55595,11.55595,12,1024
27978,2,0,0,0,0,1,0,0,26,18,0,1,1,52,38,20.47744,37.97403,17.496609,14,676
27979,2,0,0,0,0,1,0,0,31,25,0,1,1,52,5,8.40719,35.28709,26.87991,13,961
27980,5,1,1,0,1,1,1,0,33,18,1,0,1,4,20,0.5143,41.815533,41.30122,12,1089
27981,2,0,1,0,1,1,1,0,31,18,0,1,1,26,38,27.299749,48.301968,21.00222,15,961
27982,2,0,0,0,0,1,0,0,29,21,0,1,1,52,40,5.25843,19.543301,14.28488,12,841
27983,2,0,0,0,0,1,0,0,30,23,0,1,1,38,40,21.17016,42.340309,21.17016,16,900
27984,2,0,0,0,0,1,0,0,34,24,0,1,0,0,0,0,38.845192,38.845192,12,1156
27985,4,1,1,0,1,1,1,0,28,15,1,0,1,6,20,2.5295,34.03809,31.508591,9,784
27986,3,1,1,0,1,1,1,0,28,21,0,1,0,0,0,0,32.358749,32.358749,7,784
27987,2,0,1,0,1,1,1,0,26,19,1,0,1,52,50,16.803881,27.31023,10.50636,11,676
27988,2,0,1,0,1,1,1,0,30,22,0,1,1,52,40,25.200581,73.492065,48.29147,13,900
27989,2,0,0,0,0,1,0,0,34,22,0,1,1,45,40,37.795589,75.591187,37.795589,12,1156
27990,2,0,0,1,0,0,1,0,31,21,0,1,1,50,40,7.98735,25.840811,17.85347,12,961
27991,2,0,0,1,0,0,1,0,31,23,0,1,0,0,0,0,25.211061,25.211061,7,961
27992,2,0,0,1,0,0,1,0,22,16,0,1,0,0,0,0,9.58273,9.58273,7,484
27993,2,0,0,1,0,0,1,0,34,24,0,1,1,32,40,9.70867,12.29066,2.58198,7,1156
27994,3,1,0,0,1,0,0,0,26,16,0,1,0,0,0,0,17.643551,17.643551,7,676
27995,3,1,0,1,0,0,1,0,34,21,0,1,1,52,40,19.196939,53.801807,34.604877,12,1156
27996,3,1,0,0,0,1,0,0,30,21,0,1,1,52,20,10.50636,36.38916,25.882801,13,900
27997,2,0,0,1,0,0,1,0,28,20,1,0,1,52,40,14.200911,34.951218,20.75033,13,784
27998,2,0,0,0,0,1,0,0,25,17,1,0,1,52,40,31.666029,80.797188,49.131161,12,625
27999,2,0,0,0,1,0,0,0,21,17,0,1,1,8,43,3.15926,19.963131,16.803881,9,441
28000,3,1,0,0,1,0,0,0,31,22,0,1,0,0,0,0,32.778591,32.778591,12,961
28001,3,1,0,0,1,0,0,0,34,21,0,1,0,0,0,0,21.00222,21.00222,9,1156
28002,5,1,0,0,1,0,0,0,30,23,0,1,0,0,0,0,48.29147,48.29147,6,900
28003,2,0,0,1,0,0,1,0,30,20,1,0,1,52,38,16.803881,44.10363,27.299749,13,900
28004,4,1,0,0,1,0,0,0,34,17,1,0,1,50,40,25.200581,65.095337,65.095337,13,1156
28005,3,1,0,1,0,0,1,0,28,21,0,1,1,52,40,20.75033,26.302641,5.55231,12,784
28006,2,0,1,0,1,1,1,0,30,18,0,1,1,52,40,37.795589,86.097565,48.301968,13,900
28007,4,1,0,0,0,1,0,0,31,22,0,1,0,0,0,0,6.26603,6.26603,10,961
28008,2,0,0,1,0,0,1,0,24,17,0,1,0,0,0,0,13.4452,13.4452,10,576
28009,2,0,1,0,1,1,1,0,28,20,0,1,0,0,0,0,10.831731,10.831731,7,784
28010,5,1,0,1,0,0,1,0,32,21,0,1,0,0,0,0,26.26066,26.26066,5,1024
28011,3,1,0,1,0,0,1,0,30,22,0,1,0,0,0,0,15.12454,15.12454,12,900
28012,4,1,1,0,1,1,1,0,25,17,0,1,0,0,0,0,4.20884,4.20884,10,625
28013,3,1,0,0,1,0,0,0,33,20,0,1,0,0,0,0,40.472057,40.472057,5,1089
28014,2,0,1,0,1,1,1,0,32,23,0,1,1,52,40,7.98735,-12.164701,-20.152061,12,1024
28015,2,0,0,0,1,0,0,0,26,19,0,1,0,0,0,0,29.39892,29.39892,9,676
28016,3,1,1,0,1,1,1,0,33,22,0,1,0,0,0,0,2.84438,2.84438,12,1089
28017,4,1,1,0,1,1,1,0,24,17,0,1,0,0,0,0,14.7047,14.7047,6,576
